source_file_path,source_url,page_title,meta_description,canonical_url,title_length,meta_description_length,canonical_host,canonical_path,title_has_brand,description_has_brand,title_has_pipe_or_dash,has_h1,h1_text,h1_length,title_equals_h1,has_schema_jsonld,schema_types,has_breadcrumb_schema,has_faq_schema,has_softwareapp_schema,word_count_estimate,issues
public/privacy-policy/index.html,https://calchowmuch.com/privacy-policy/,,,,0,0,,,false,false,false,false,,0,false,false,,false,false,false,0,MISSING_CANONICAL;MISSING_TITLE;MISSING_META_DESCRIPTION;MISSING_H1;MISSING_JSONLD
public/sitemap.xml,https://calchowmuch.com/sitemap.xml,,,,0,0,,,false,false,false,false,,0,false,false,,false,false,false,1041,MISSING_CANONICAL;MISSING_TITLE;MISSING_META_DESCRIPTION;MISSING_H1;MISSING_JSONLD
public/calculators/index.html,https://calchowmuch.com/calculators/,All Calculators | Calculate How Much Online Calculator Hub,"Browse every calculator on Calculate How Much, organized by category with direct links to launch each tool and explore related finance or math topics.",https://calchowmuch.com/calculators/,58,150,calchowmuch.com,/calculators/,true,true,true,true,All Calculators,15,false,false,,false,false,false,260,MISSING_JSONLD;MISSING_BREADCRUMB_SCHEMA;MISSING_SOFTWAREAPP_SCHEMA;LOW_WORD_COUNT
public/car-loan-calculators/auto-loan-calculator/index.html,https://calchowmuch.com/car-loan-calculators/auto-loan-calculator/,Auto Loan Comparison Calculator – Compare Two Car Loans | CalcHowMuch,"Compare two auto loans side by side. Estimate monthly payments, total interest, and total cost to find the better car financing option.",https://calchowmuch.com/car-loan-calculators/auto-loan-calculator/,69,135,calchowmuch.com,/car-loan-calculators/auto-loan-calculator/,true,false,true,true,Auto Loan Comparison Calculator,31,false,true,SoftwareApplication;BreadcrumbList,true,false,true,467,TITLE_TOO_LONG
public/car-loan-calculators/car-lease-calculator/index.html,https://calchowmuch.com/car-loan-calculators/car-lease-calculator/,Car Lease Calculator – Monthly Payment & Lease Cost | CalcHowMuch,"Estimate car lease monthly payments, residual value impact, finance charges, and total lease cost. Compare lease scenarios instantly.",https://calchowmuch.com/car-loan-calculators/car-lease-calculator/,65,133,calchowmuch.com,/car-loan-calculators/car-lease-calculator/,true,false,true,true,Car Lease Calculator,20,false,true,SoftwareApplication;BreadcrumbList,true,false,true,426,TITLE_TOO_LONG
public/car-loan-calculators/car-loan-calculator/index.html,https://calchowmuch.com/car-loan-calculators/car-loan-calculator/,Car Loan Calculator – Monthly Payment & Interest | CalcHowMuch,"Calculate car loan monthly payments, interest cost, and payoff schedule. Adjust loan amount, APR, and term to see total loan cost.",https://calchowmuch.com/car-loan-calculators/car-loan-calculator/,62,130,calchowmuch.com,/car-loan-calculators/car-loan-calculator/,true,false,true,true,Car Loan Calculator,19,false,true,SoftwareApplication;BreadcrumbList,true,false,true,331,TITLE_TOO_LONG;LOW_WORD_COUNT
public/car-loan-calculators/hire-purchase-calculator/index.html,https://calchowmuch.com/car-loan-calculators/hire-purchase-calculator/,Hire Purchase Calculator – Monthly Payment & Total Cost | CalcHowMuch,"Estimate hire purchase monthly payments, interest cost, and total payable amount. Compare financing options before buying a vehicle.",https://calchowmuch.com/car-loan-calculators/hire-purchase-calculator/,69,132,calchowmuch.com,/car-loan-calculators/hire-purchase-calculator/,true,false,true,true,Hire Purchase Calculator,24,false,true,SoftwareApplication;BreadcrumbList,true,false,true,403,TITLE_TOO_LONG
public/car-loan-calculators/pcp-calculator/index.html,https://calchowmuch.com/car-loan-calculators/pcp-calculator/,PCP Car Finance Calculator – Monthly Payment & GFV | CalcHowMuch,"Calculate PCP car finance payments including deposit, monthly payments, final balloon payment (GFV), and total interest.",https://calchowmuch.com/car-loan-calculators/pcp-calculator/,64,120,calchowmuch.com,/car-loan-calculators/pcp-calculator/,true,false,true,true,PCP Car Finance Calculator,26,false,true,SoftwareApplication;BreadcrumbList,true,false,true,447,TITLE_TOO_LONG
public/contact-us/index.html,https://calchowmuch.com/contact-us/,Contact | Calculate How Much - Feedback and Support,"Reach the Calculate How Much team for feedback, questions, or support. Learn how to get in touch without sharing personal email addresses or mailto links.",https://calchowmuch.com/contact-us/,51,154,calchowmuch.com,/contact-us/,true,true,true,true,Contact,7,false,false,,false,false,false,68,MISSING_JSONLD
public/credit-card-calculators/balance-transfer-credit-card-calculator/index.html,https://calchowmuch.com/credit-card-calculators/balance-transfer-credit-card-calculator/,Balance Transfer Credit Card Calculator – Savings & Fees | CalcHowMuch,"Calculate balance transfer savings including transfer fees, promo APR periods, and post-promo rates. See payoff timeline and total interest costs instantly.",https://calchowmuch.com/credit-card-calculators/balance-transfer-credit-card-calculator/,70,156,calchowmuch.com,/credit-card-calculators/balance-transfer-credit-card-calculator/,true,false,true,true,Balance Transfer Credit Card Calculator,39,false,true,SoftwareApplication;BreadcrumbList,true,false,true,1127,TITLE_TOO_LONG
public/credit-card-calculators/credit-card-consolidation-calculator/index.html,https://calchowmuch.com/credit-card-calculators/credit-card-consolidation-calculator/,Credit Card Consolidation Calculator – Compare Debt Savings | CalcHowMuch,"Compare paying credit cards separately versus consolidating into a fixed-rate loan. Estimate monthly payments, interest savings, and total repayment cost.",https://calchowmuch.com/credit-card-calculators/credit-card-consolidation-calculator/,73,154,calchowmuch.com,/credit-card-calculators/credit-card-consolidation-calculator/,true,false,true,true,Credit Card Consolidation Calculator,36,false,true,SoftwareApplication;BreadcrumbList,true,false,true,2259,TITLE_TOO_LONG
public/credit-card-calculators/credit-card-minimum-payment-calculator/index.html,https://calchowmuch.com/credit-card-calculators/credit-card-minimum-payment-calculator/,Credit Card Minimum Payment Calculator – Payoff Time & Interest | CalcHowMuch,"Estimate how long it takes to pay off a credit card when making minimum payments. See payoff timeline, total interest, and payment schedule.",https://calchowmuch.com/credit-card-calculators/credit-card-minimum-payment-calculator/,77,140,calchowmuch.com,/credit-card-calculators/credit-card-minimum-payment-calculator/,true,false,true,true,Credit Card Minimum Payment Calculator,38,false,true,SoftwareApplication;BreadcrumbList,true,false,true,1239,TITLE_TOO_LONG
public/credit-card-calculators/credit-card-payment-calculator/index.html,https://calchowmuch.com/credit-card-calculators/credit-card-payment-calculator/,Credit Card Payment Calculator – Monthly Payment & Payoff Plan | CalcHowMuch,"Calculate monthly credit card payments and payoff timelines. Adjust balance, APR, and payment amount to see interest costs and repayment schedules.",https://calchowmuch.com/credit-card-calculators/credit-card-payment-calculator/,76,147,calchowmuch.com,/credit-card-calculators/credit-card-payment-calculator/,true,false,true,true,Credit Card Payment Calculator,30,false,true,SoftwareApplication;BreadcrumbList,true,false,true,1384,TITLE_TOO_LONG
public/finance-calculators/compound-interest-calculator/index.html,https://calchowmuch.com/finance-calculators/compound-interest-calculator/,Compound Interest Calculator – CalcHowMuch,"Calculate compound interest to estimate your ending balance, total interest earned, and growth over time. Supports annual, semi-annual, and quarterly compounding.",https://calchowmuch.com/finance-calculators/compound-interest-calculator/,42,162,calchowmuch.com,/finance-calculators/compound-interest-calculator/,true,false,false,true,Compound Interest Calculator,28,false,true,WebSite;Organization;WebPage;SoftwareApplication;FAQPage;BreadcrumbList,true,true,true,807,DESC_TOO_LONG
public/finance-calculators/future-value-calculator/index.html,https://calchowmuch.com/finance-calculators/future-value-calculator/,Future Value (FV) Calculator – CalcHowMuch,Calculate how much your money could grow in the future using interest rate and time period. Simple FV calculator.,https://calchowmuch.com/finance-calculators/future-value-calculator/,42,113,calchowmuch.com,/finance-calculators/future-value-calculator/,true,true,false,true,Future Value Calculator,23,false,true,WebSite;Organization;WebPage;SoftwareApplication;FAQPage;BreadcrumbList,true,true,true,657,DESC_TOO_SHORT
public/finance-calculators/future-value-of-annuity-calculator/index.html,https://calchowmuch.com/finance-calculators/future-value-of-annuity-calculator/,Future Value of Annuity Calculator (Ordinary & Due) – CalcHowMuch,"Calculate the future value of an annuity. Compare ordinary annuity vs annuity due using payment amount, interest rate, and periods.",https://calchowmuch.com/finance-calculators/future-value-of-annuity-calculator/,65,131,calchowmuch.com,/finance-calculators/future-value-of-annuity-calculator/,true,false,false,true,Future Value of Annuity Calculator,34,false,true,WebSite;Organization;WebPage;SoftwareApplication;FAQPage;BreadcrumbList,true,true,true,824,TITLE_TOO_LONG
public/finance-calculators/investment-growth-calculator/index.html,https://calchowmuch.com/finance-calculators/investment-growth-calculator/,Investment Growth Calculator – CalcHowMuch,"Estimate investment growth over time. Calculate future value, total contributions, and total gains using an expected annual return. Optional inflation adjustment.",https://calchowmuch.com/finance-calculators/investment-growth-calculator/,42,162,calchowmuch.com,/finance-calculators/investment-growth-calculator/,true,false,false,true,Investment Growth Calculator,28,false,true,WebSite;Organization;WebPage;SoftwareApplication;FAQPage;BreadcrumbList,true,true,true,607,DESC_TOO_LONG
public/finance-calculators/investment-return-calculator/index.html,https://calchowmuch.com/finance-calculators/investment-return-calculator/,"Investment Return Calculator - Portfolio Growth, Profit, CAGR","Calculate investment return using lump sum, contributions, compounding, inflation, and tax assumptions. View CAGR and annual or monthly breakdowns.",https://calchowmuch.com/finance-calculators/investment-return-calculator/,61,147,calchowmuch.com,/finance-calculators/investment-return-calculator/,false,false,true,true,Investment Return Calculator,28,false,true,WebSite;Organization;WebPage;SoftwareApplication;FAQPage;BreadcrumbList,true,true,true,1573,TITLE_TOO_LONG
public/finance-calculators/monthly-savings-needed-calculator/index.html,https://calchowmuch.com/finance-calculators/monthly-savings-needed-calculator/,Monthly Savings Needed | Calculate How Much Online Calculator,"Monthly Savings Needed calculator with fast inputs and clear results. Calculate How Much provides explanations, examples, and assumptions to help you plan confidently.",https://calchowmuch.com/finance-calculators/monthly-savings-needed-calculator/,61,167,calchowmuch.com,/finance-calculators/monthly-savings-needed-calculator/,true,true,true,true,Monthly Savings Needed,22,false,true,WebSite;Organization;WebPage;SoftwareApplication;FAQPage;BreadcrumbList,true,true,true,823,TITLE_TOO_LONG;DESC_TOO_LONG
public/finance-calculators/present-value-calculator/index.html,https://calchowmuch.com/finance-calculators/present-value-calculator/,Present Value (PV) Calculator – CalcHowMuch,"Calculate the present value of future money using discount rate and time period. Simple, accurate PV calculator.",https://calchowmuch.com/finance-calculators/present-value-calculator/,43,112,calchowmuch.com,/finance-calculators/present-value-calculator/,true,false,false,true,Present Value Calculator,24,false,true,WebSite;Organization;WebPage;SoftwareApplication;FAQPage;BreadcrumbList,true,true,true,638,DESC_TOO_SHORT
